variable	label
ment14_1	TEXT POOL ENTRY 14 POINTER
ment14_2	TEXT POOL ENTRY 14 ICD CODE
ment14_3	TEXT POOL ENTRY 14 30 CHARS TEXT STRING
ment15_1	TEXT POOL ENTRY 15 POINTER
ment15_2	TEXT POOL ENTRY 15 ICD CODE
ment15_3	TEXT POOL ENTRY 15 30 CHARS TEXT STRING
ment16_1	TEXT POOL ENTRY 16 POINTER
ment16_2	TEXT POOL ENTRY 16 ICD CODE
ment16_3	TEXT POOL ENTRY 16 30 CHARS TEXT STRING
ment17_1	TEXT POOL ENTRY 17 POINTER
ment17_2	TEXT POOL ENTRY 17 ICD CODE
ment17_3	TEXT POOL ENTRY 17 30 CHARS TEXT STRING
ment18_1	TEXT POOL ENTRY 18 POINTER
ment18_2	TEXT POOL ENTRY 18 ICD CODE
ment18_3	TEXT POOL ENTRY 18 30 CHARS TEXT STRING
m10	DAY COMPLETING MATERNAL
m11	MONTH COMPLETING MATERNAL
m12	YEAR COMPLETING MATERNAL
m13	A1 HAS CHILD ANY MEDICAL CONDITION
m14	A1 EFFECT ON DAILY LIFE HOME OR SCHOOL
m15	A2 A HEADACHES
m16	A2 B STOMACH ACHE OR VOMITING
m17	A2 C TEMPER TANTRUMS
m18	A2 D GOES OFF WITHOUT SAYING WHERE
m19	A2 E TEARS ON ARRIVAL AT SCHOOL
m20	A2 F TRUANTS FROM SCHOOL
m21	A3 A WETS BED AT NIGHT
m22	A3 B WETS IN DAY-TIME
m23	A3 C SOILS PANTS ANYTIME
m24	A4 DOES CHILD STAMMER OR STUTTER
m25	A5 ANY OTHER SPEECH DIFFICULTY
m26	A5 LISPING
m27	A5 CANNOT SAY WORDS PROPERLY
m28	A5 OTHER DIFFICULTY
m29	A5 OTHER DIFFICULTY DESCRIBED
m30	A6 HAS CHILD EATING OR APPETITE PROBS
m31	A6 NOT EATING ENOUGH
m32	A6 OVEREATING
m33	A6 FADDINESS
m34	A6 OTHER PROBLEM
m35	A6 OTHER PROBLEM DESCRIBED
m36	A7 HAS CHILD SLEEPING DIFFICULTY
m37	A7 GETTING OFF TO SLEEP
m38	A7 WAKING DURING THE NIGHT
m39	A7 WAKING EARLY IN THE MORNING
m40	A7 NIGHTMARES OR NIGHT TERRORS
m41	A7 SLEEPWALKING
m42	A7 SLEEPING DIFFICULTIES DESCRIBED
m43	A8 A1 CHILD'S BEHAVIOUR: VERY RESTLESS
m44	A8 A2 SQUIRMY OR FIDGETY
m45	A8 A3 DESTROYS BELONGINGS
m46	A8 A4 FIGHTS WITH OTHER CHILDREN
m47	A8 A5 NOT MUCH LIKED BY OTHER CHILDREN
m48	A8 A6 WORRIED
m49	A8 A7 DOES THINGS ON OWN-RATHER SOLITARY
m50	A8 A8 IRRITABLE
m51	A8 A9 APPEARS MISERABLE OR DISTRESSED
m52	A8 A10 TAKES OTHERS' BELONGINGS
m53	A8 A11 HAS TWITCHES, MANNERISMS OR TICKS
m54	A8 A12 SUCKS THUMB OR FINGER
m55	A8 A13 BITES NAILS OR FINGERS
m56	A8 A14 OFTEN DISOBEDIENT
m57	A8 A15 CANNOT SETTLE TO DO ANYTHING
m58	A8 A16 AFRAID OF NEW THINGS/SITUATIONS
m59	A8 A17 FUSSY OR OVER PARTICULAR
m60	A8 A18 OFTEN TELLS LIES
m61	A8 A19 BULLIES OTHER CHILDREN
m62	CHILD'S BEHAVIOUR PATTERN CODE
m63	A8 B1 NOTICEABLY CLUMSY
m64	A8 B2 TRIPS OR FALLS EASILY
m65	A8 B3 INATTENTIVE,EASILY DISTRACTED
m66	A8 B4 HUMS OR MAKES ODD NOISES
m67	A8 B5 DIFFICULTY PICKING UP SMALL OBJECTS
m68	A8 B6 DROPS THINGS BEING CARRIED
m69	A8 B7 OBSESSIONAL
m71	A8 B8 REQUESTS MUST BE MET IMMEDIATELY
m72	A8 B9 RESTLESS OR OVER-ACTIVE BEHAVIOUR
m73	A8 B10 IMPULSIVE,EXCITABLE
m74	A8 B11 INTERFERES WITH OTHER CHILDREN
m75	A8 B12 SULLEN OR SULKY
m76	A8 B13 FAILS TO FINISH THINGS
m77	A8 B14 GIVEN TO RHYTHMIC TAPPING/KICKING
m78	A8 B15 CRIES FOR LITTLE CAUSE
m79	A8 B16 CHANGES MOOD QUICKLY/DRASTICALLY
m80	A8 B17 OUTBURSTS OF TEMPER UNPREDICTABLE
m81	A8 B18 DIFFICULTY USING SCISSORS
m82	A8 B19 DIFFICULTY CONCENTRATING ON TASK
m83	A8 RUTTER FIRST PATTERN CODE
m84	B1 SPARE TIME ACTIVITIES: A SPORTS
m85	B1 B LISTENS TO RECORDS
m86	B1 C READS BOOKS
m87	B1 D RIDES A BICYCLE
m88	B1 E WATCHES TELEVISION
m89	B1 F GOES TO A CLUB OR ORGANISATION
m90	B1 G GOES FOR WALKS
m91	B1 H GOES TO THE CINEMA
m92	B1 I LISTENS TO THE RADIO
m93	B1 J GOES TO A MUSEUM OF ANY KIND
m94	B1 K GOES SWIMMING
m95	B1 L GOES TO A LIBRARY
m96	B1 M PLAYS A MUSICAL INSTRUMENT
m97	B1 N PLAYS WITH CONSTRUCTIONAL TOYS
m98	B2 ACTIVITIES ON OWN A GOES TO SHOPS
m99	B2 B PLAYS IN THE STREETS
m100	B2 C GOES TO PARK/PLAYGROUND
m101	B2 D GOES ON LOCAL BUSES
m102	B3 DOES CHILD SAY WHERE GOING
m103	B4 HOUR CHILD USUALLY IN AT NIGHT
m104	B4 MINUTES CHILD USUALLY IN AT NIGHT
m105	B5 FATHER PLAYS ROLE IN MANAGING CHILD?
m106	B5 GIVE DETAILS IF SITUATION NA
m107	B6 FAMILY ACTIVITIES A GO FOR WALKS
m108	B6 B GO FOR OUTINGS TOGETHER
m109	B6 C HAVE MEALS TOGETHER
m110	B6 D GO FOR HOLIDAYS TOGETHER
m111	B6 E GO SHOPPING TOGETHER
m112	B6 F CHAT FOR AT LEAST 5 MINUTES
m113	B6 G GO TO RESTAURANT TOGETHER
m114	C1 DIFFICULTY WITH SCHOOL SUBS A MATHS
m115	C1 B READING
m116	C1 C WRITING
m117	C1 OTHER SUBJECTS, FIRST SUBJECT CODE
m118	C1 FIRST SUBJECT DIFFICULTY
m119	C1 SECOND SUBJECT CODE
m120	C1 SECOND SUBJECT DIFFICULTY
m121	C1 THIRD SUBJECT CODE
m122	C1 THIRD SUBJECT DIFFICULTY
m123	C1 DESCRIPTION OF DIFFICULTY IN MATHS
m124	C1 DESCRIPTION OF READING/WRITING DIFF
m125	C2 PARENTS MET CHILD'S TEACHER
m126	C3 RECEIVED FREE SCH MEALS LAST 12 MNTHS
m127	C4 MID-DAY MEAL ARRANGEMENT PAID BY PARENTS
m128	C4 RECEIVED FREE SCHOOL MEALS
m129	C4 SNACKS TAKEN TO SCHOOL
m130	C4 HOME FOR MEAL
m131	C4 CHILD BOUGHT SNACKS
m132	C4 OTHER ANSWER
m133	C4 OTHER ANSWER DESCRIBED
m134	C5 AGE CHILD WILL LEAVE SCHOOL
m135	C6 CONTINUE TRAINING AFTER LEAVING SCHOOL
m136	C6 TYPE OF TRAINING/EDUCATION AFTER SCHOOL
m137	C7 ANYONE AT HOME AFTER SCHOOL-YES
m138	C7 MOTHER USUALLY AT HOME
m139	C7 FATHER USUALLY AT HOME
m140	C7 OLDER SIBLING USUALLY AT HOME
m141	C7 OTHER ADULT USUALLY AT HOME
m142	C7 ANYONE HOME AFTER SCHOOL-NO
m143	C7 CHILD GOES TO FRIEND OR RELATIVE
m144	C7 CHILD HAS OWN DOOR KEY
m145	C7 OTHER ARRANGEMENT
m146	C7 OTHER ARRANGEMENT DESCRIBED
m147	D1 CHILDREN'S SKILLS: WALKS UNAIDED
m148	D1 ITEM 1 COMMENT
m149	D1 ITEM 1 WALKS UP AND DOWN STAIRS
m150	D1 ITEM 2 COMMENT
m151	D1 ITEM 3 RUNS
m152	D1 ITEM 3 COMMENT
m153	D1 ITEM 4 HOPS
m154	D1 ITEM 4 COMMENT
m155	D1 ITEM 5 SKIPS WITH A ROPE
m156	D1 ITEM 5 COMMENT
m157	D1 ITEM 6 THROWS A BALL
m158	D1 ITEM 6 COMMENT
m159	D1 ITEM 7 CATCHES A BALL
m160	D1 ITEM 7 COMMENT
m161	D1 ITEM 8 RIDES A BICYCLE
m162	D1 ITEM 8 COMMENT
m163	D1 ITEM 9 PLAYS SPORT
m164	D1 ITEM 9 COMMENT
m165	D1 ITEM 10 SWIMS WITHOUT WATERWINGS
m166	D1 ITEM 10 COMMENT
m167	D1 ITEM 11 DOES HANDSTANDS
m168	D1 ITEM 11 COMMENT
m169	D1 ITEM 12 EATS WITH KNIFE AND FORK
m170	D1 ITEM 12 COMMENT
m171	D1 ITEM 13 USES KNIFE FOR CUTTING FOOD
m172	D1 ITEM 13 COMMENT
m173	D1 ITEM 14 MAKES SIMPLE MEAL
m174	D1 ITEM 14 COMMENT
m175	D1 ITEM 15 WASHES AND WIPES DISHES
m176	D1 ITEM 15 COMMENT
m177	D1 ITEM 16 PEELS POTATOES OR FRUIT
m178	D1 ITEM 16 COMMENT
m179	D1 ITEM 17 LAYS THE TABLE
m180	D1 ITEM 17 COMMENT
m181	D1 ITEM 18 WASHES HANDS AND FACE
m182	D1 ITEM 18 COMMENT
m183	D1 ITEM 19 BRUSHES OWN TEETH
m184	D1 ITEM 19 COMMENT
m185	D1 ITEM 20 HAS A BATH
m186	D1 ITEM 20 COMMENT
m187	D1 ITEM 21 COMBS AND BRUSHES OWN HAIR
m188	D1 ITEM 21 COMMENT
m189	D1 ITEM 22 WASHES AND DRIES OWN HAIR
m190	D1 ITEM 22 COMMENT
m191	D1 ITEM 23 CUTS OWN NAILS
m192	D1 ITEM 23 COMMENT
m193	D1 ITEM 24 DRESSES HIMSELF/HERSELF
m194	D1 ITEM 24 COMMENT
m195	D1 ITEM 25 OPERATES FASTENERS
m196	D1 ITEM 25 COMMENT
m197	D1 ITEM 26 TIES SHOELACES,NECKTIES
m198	D1 ITEM 26 COMMENT
m199	D1 ITEM 27 SELECTS CLOTHES FOR DAILY LIFE
m200	D1 ITEM 27 COMMENT
m201	D1 ITEM 28 FOLDS AND PUTS AWAY CLOTHES
m202	D1 ITEM 28 COMMENT
m203	D1 ITEM 29 CLEANS SHOES
m204	D1 ITEM 29 COMMENT
m205	D1 ITEM 30 MAKES OWN BED
m206	D1 ITEM 30 COMMENT
m207	D1 ITEM 31 CARRIES OUT INSTRUCTIONS
m208	D1 ITEM 31 COMMENT
m209	D1 ITEM 32 USES MONEY FOR SMALL PURCHASES
m210	D1 ITEM 32 COMMENT
m211	D1 ITEM 33 SAVES MONEY FOR SPECIAL THINGS
m212	D1 ITEM 33 COMMENT
m213	D1 ITEM 34 DOES SMALL JOBS FOR A REWARD
m214	D1 ITEM 34 COMMENT
m215	D1 ITEM 35 TELLS THE TIME
m216	D1 ITEM 35 COMMENT
m217	D1 ITEM 36 USES TIME TO REGULATE DAILY LIFE
m218	D1 ITEM 36 COMMENT
m219	D1 ITEM 37 KNOWS WHAT THE DATE IS IN HOLS
m220	D1 ITEM 37 COMMENT
m221	D1 ITEM 38 SPEAKS AND EXPRESSES SELF
m222	D1 ITEM 38 COMMENT
m223	D1 ITEM 39 MAINTAINS CONVERSN WITH FRIEND
m224	D1 ITEM 39 COMMENT
m225	D1 ITEM 40 MAINTAINS CONVERSN WITH ADULTS
m226	D1 ITEM 40 COMMENT
m227	D1 ITEM 41 ANSWERS THE TELEPHONE
m228	D1 ITEM 41 COMMENT
m229	D1 ITEM 42 MAKES TELEPHONE CALLS
m230	D1 ITEM 42 COMMENT
m231	D1 ITEM 43 WRITES OWN NAME
m232	D1 ITEM 43 COMMENT
m233	D1 ITEM 44 WRITES MESSAGES, SHORT LETTERS
m234	D1 ITEM 44 COMMENT
m235	D1 ITEM 45 READS COMICS OR MAGAZINES
m236	D1 ITEM 45 COMMENT
m237	D1 ITEM 46 REMEMBERS WHAT HE/SHE HAS READ
m238	D1 ITEM 46 COMMENT
m239	D1 ITEM 47 MAKES USE OF PUBLIC LIBRARY
m240	D1 ITEM 47 COMMENT
m241	D1 ITEM 48 SITS STILL,CONCENTRATES
m242	D1 ITEM 48 COMMENT
m243	D1 ITEM 49 DRAWS OR PAINTS AT HOME
m244	D1 ITEM 49 COMMENT
m245	D1 ITEM 50 MAKES MODELS
m246	D1 ITEM 50 COMMENT
m247	D1 ITEM 51 USES TOOLS
m248	D1 ITEM 51 COMMENT
m249	D1 ITEM 52 PLAYS A MUSICAL INSTRUMENT
m250	D1 ITEM 52 COMMENT
m251	D1 ITEM 53 READS MUSIC
m252	D1 ITEM 53 COMMENT
m253	D1 SKILLS PATTERN CODE
m254	E1 MOTHER'S HEALTH: ITEM 1 BACK-ACHE?
m255	E1 ITEM 2 FEEL TIRED
m256	E1 ITEM 3 MISERABLE OR DEPRESSED
m257	E1 ITEM 4 BAD HEADACHES
m258	E1 ITEM 5 WORRIED ABOUT THINGS
m259	E1 ITEM 6 DIFFICULTY FALLING ASLEEP
m260	E1 ITEM 7 WAKE UNNECESSARILY EARLY
m261	E1 ITEM 8 WORRY ABOUT OWN HEALTH
m262	E1 ITEM 9 GET INTO VIOLENT RAGE
m263	E1 ITEM 10 GET ANNOYED BY PEOPLE
m264	E1 ITEM 11 TWITCHING OF FACE/HEAD/SHOULDER
m265	E1 ITEM 12 SCARED FOR NO GOOD REASON
m266	E1 ITEM 13 SCARED TO BE ALONE
m267	E1 ITEM 14 EASILY UPSET OR IRRITATED
m268	E1 ITEM 15 FRIGHTENED OF GOING OUT ALONE
m269	E1 ITEM 16 KEYED UP AND JITTERY
m270	E1 ITEM 17 SUFFER FROM INDIGESTION
m271	E1 ITEM 18 UPSET STOMACH
m272	E1 ITEM 19 POOR APPETITE
m273	E1 ITEM 20 EVERYTHING GETS ON NERVES
m274	E1 ITEM 21 HEART RACES LIKE MAD
m275	E1 ITEM 22 BAD PAINS IN THE EYES
m276	E1 ITEM 23 RHEUMATISM OR FIBROSITIS
m277	E1 MOTHER'S HEALTH PATTERN CODE
m278	E1 ITEM 24 EVER HAD A NERVOUS BREAKDOWN
m279	E1 ITEM 25 OTHER HEALTH PROBLEM
m280	F1 RECEIVE HELP WITH HOUSEWORK
m281	F1 HELP FROM CHILD'S FATHER
m282	F1 HELP FROM CHILDREN
m283	F1 HELP FROM RELATIVE OR FRIEND
m284	F1 PAID HELP
m285	F2 HELP WITH TASKS A WASHING
m286	F2 B IRONING
m287	F2 C CLEANING THE HOUSE
m288	F2 D COOKING MEALS
m289	F2 E WASHING UP
m290	F2 F SHOPPING
m291	F3 POSSESSIONS-FRIDGE
m292	F3 DEEP FREEZER
m293	F3 WASHING MACHINE
m294	F3 SPIN DRIER
m295	F3 TUMBLE DRIER
m296	F3 SEWING MACHINE
m297	F3 TELEPHONE
m298	F3 VACUUM CLEANER
m299	F3 DISH WASHER
m300	F3 NONE OF THESE
m301	F4 DO YOU HAVE A CAR/VAN OF YOUR OWN
m302	F4 NUMBER OF CARS OR VANS
m303	F5 CLOSENESS OF TRAFFIC TO HOUSE
m304	F6 NEIGHBOURHOOD DESCRIPTION - RURAL
m305	F6 COUNTRY-IN OR CLOSE TO VILLAGE
m306	F6 OUTSKIRTS OF TOWN OR CITY
m307	F6 INNER URBAN AREA
m308	F6 COUNCIL ESTATE
m309	F6 MAINLY NON-RESIDENTIAL
m310	F6 OTHER TYPE OF NEIGHBOURHOOD
m311	F6 OTHER TYPE DESCRIBED
m312	G1 COMPLETION OF FORM - MOTHER ALONE
m313	G1 MOTHER AND FATHER TOGETHER
m314	G1 FATHER ALONE
m315	G1 OTHER PERSON
m316	G1 OTHER PERSON DESCRIBED
m317	G2 DIFFICULTY IN ANSWERING THE QUESTIONS?
m318	G2 DIFFICULTY IN ANSWERING THE QUESTIONS?
m319	G2 DIFFICULTY IN ANSWERING THE QUESTIONS?
m320	G2 TEXT PRESENT
j009a	DATE OF COMPLETION OF EDQ DAY
j009b	DATE OF COMPLETION OF EDQ MONTH
j009c	DATE OF COMPLETION OF EDQ YEAR
j010	A1-NO MONTHS TEACHING STUDY CHILD
j011	A2-CHILD'S GENERAL KNOWLEDGE
j012	A3-HOURS REGISTRATION
j013	A3-HOURS ASSEMBLY
j014	A3-HOURS INSTRUCTIONAL READING
j015	A3-HOURS READING FOR PLEASURE
j016	A3-HOURS LITERATURE AND POETRY
j017	A3-HOURS CREATIVE WRITING
j018	A3-HOURS MATHEMATICS
j019	A3-HOURS SCIENCE SUBJECTS
j020	A3-HOURS ENVIRONMENTAL PROJECTS
j021	A3-HOURS FOREIGN LANGUAGES
j022	A3-HOURS ART AND CRAFT
j023	A3-HOURS MUSIC
j024	A3-HOURS DRAMA
j025	A3-HOURS P.E. OR GAMES
j026	A3-HOURS OTHER SCHOOL SUBJECTS
j027	A3-HOURS NON-EDUCATIONAL ACTIVITIES
j028	A3-HOURS SPORT-OUTSIDE PERIODS
j029	COMPUTED TOTAL FOR QUESTION A3
j030	A4-THE CHILD ATTENDS A SPECIAL SCHOOL?
j030a	DESCRIPTION OF SPECIAL SCHOOL
j031	A5-THERAPY AT SCHOOL
j032	A5-REMEDIAL CLASS
j033	A5-REMEDIAL GROUP-READING
j034	A5-REMEDIAL GROUP-MATHEMATICS
j035	A5-SPECIAL GROUP, BEHAVIOUR PROBLEMS
j036	A5-INDIVIDUAL REMEDIAL TUITION, EDUCATIONAL
j037	A5-INDIVIDUAL SCHOOL COUNSELLING
j038	A5-OTHER TYPE OF HELP
j039	A6-WOULD CHILD BENEFIT FROM HELP
j040	A6-WHAT KIND OF HELP WOULD BENEFIT?
j041	PLEASE SPECIFY TYPE OF SCHOOL
j042	PLEASE SPECIFY TYPE OF HELP
j043	A7-CHILD GUIDANCE-PSYCHOLOGICAL COUNSELLING
j044	A7-PSYCHIATRIC COUNSELLING + TREATMENT
j045	A7-SPEECH THERAPY
j046	A7-VISUAL DISABILITY
j047	A7-AUDITORY DISABILITY
j048	A7-PHYSICAL THERAPY FOR DISABILITIES
j049	A7-EDUCATIONAL WELFARE INTERVENTION
j050	A7-SOCIAL WORK INTERVENTION
j051	A7-ATTENDANCE AT 'NURTURE' CENTRE
j052	A7-ATTENDANCE AT A REMEDIAL CENTRE
j053	A7-PROBATION OFFICER GUIDANCE/CARE
j054	A7-OTHER HELP
j054a	A7-OTHER TYPE OF HELP SUPPORTING J054
j055	A8-IS CHILD IN STREAMED CLASS
j056	A8-LEVEL OF CLASS STREAMING
j057	A8-IS CHILD TAUGHT IN SET GROUPS
j058	A8-WHICH GROUPS: READING
j059	A8-WHICH GROUPS: MATHEMATICS
j060	A9-CHILD USES NON VERBAL COMMUNICATION
j061	A10-TELLS FRIENDS IMPORTANT HAPPENINGS
j062	A11-TELLS TEACHER IMPORTANT HAPPENINGS
j063	A12-TALKATIVE WHEN TALKING TO FRIENDS
j064	A13-TALKATIVE WHEN TALKING TO TEACHER
j065	A14-VOCABULARY SIMPLE OR ADVANCED
j066	A15-SIMPLE/ADVANCED LANGUAGE STRUCTURE
j067	A16-ASSIMILATION/USE OF NEW VOCABULARY
j068	A17-ORGANISATION OF CHILD'S THOUGHTS
j069	A18-ARTICULATION OF CHILD'S SPEECH
j070	A19-WORDS CLIPPED OR WELL FINISHED
j071	A20-UNDERSTANDABLE IN 'STANDARD ENGLISH'
j072	A21-CHILD MAKES SYNTACTICAL MISTAKES
j073	A22-DOES CHILD STAMMER OR STUTTER
j074	A23-HAS CHILD ANY OTHER SPEECH DEFECT?
j075	SPEECH DEFECT DESCRIBED
j076	A24-DOES CHILD USE SIGN LANGUAGE AT ALL?
j077	A25-HOW WELL DOES CHILD CONCENTRATE
j078	A26-PERCENTAGE OF TIME CONCENTRATING
j079	A26-PERCENTAGE OF TIME INTERESTED IN OTHER TASKS
j080	A26-PERCENTAGE OF TIME TALKING TO CHILDREN
j081	A26-PERCENTAGE OF TIME MOVING ROUND THE CLASSROOM
j082	A26-PERCENTAGE OF TIME FIDGETING ETC
j083	A26-PERCENTAGE TIME SERIOUS BEHAVIOURAL ABERRATION
j084	A26-PERCENTAGE OF TIME DAY-DREAMING
j085	A26-TOTAL
j085a	COMPUTED TOTAL FOR QUESTION A26
j086	A27-DOES CHILD ACCEPT SCHOOL CURRICULUM?
j087	A28-DOES CHILD SHOW PERSEVERANCE
j088	A29-DOES CHILD WORK INDEPENDENTLY
j089	A30-PARENTS' DISCUSSIONS WITH TEACHER
j090	A30-PARENTS' DISCUSSIONS WITH SCHOOL MASTER
j091	A31-TIME DISCUSSING CHILD WITH STAFF LAST TERM
j092	A31-PROPORTION OF TIME ON EDUCATIONAL PROGRESS
j093	A31-PROPORTION OF TIME ON BEHAVIOURAL PROBLEMS
j094	A31-PROPORTION OF TIME ON HEALTH PROBLEMS
j095	A31-PROPORTION OF TIME ON FAMILY PROBLEMS
j096	COMPUTED TOTAL FOR QUESTION A31
j097	A32-MOTHER'S INTEREST IN CHILD'S EDUCATION
j098	A32-FATHER'S INTEREST IN CHILD'S EDUCATION
j099	A33-MOTHER'S ATTITUDE BALANCED
j100	A33-MOTHER'S ATTITUDE OVER-CONCERNED
j101	A33-MOTHER'S ATTITUDE HOSTILE
j102	A33-MOTHER'S ATTITUDE DISMISSIVE
j103	A33-MOTHER'S ATTITUDE CANNOT SAY
j104	A33-MOTHER'S ATTITUDE NO PARENTS
j105	A33-FATHER'S ATTITUDE BALANCED
j106	A33-FATHER'S ATTITUDE OVER-CONCERNED
j107	A33-FATHER'S ATTITUDE HOSTILE
j108	A33-FATHER'S ATTITUDE DISMISSIVE
j109	A33-FATHER'S ATTITUDE CANNOT SAY
j110	A33-FATHER'S ATTITUDE NO PARENTS
j111	B1A-TOTAL DAYS MISSED SCHOOLING
j112	B1B-REASON FOR ABSENCE ILLNESS
j112a	B1B-DAYS MISSED BECAUSE OF ILLNESS
j113	B1B-REASON FOR ABSENCE BEREAVEMENT
j113a	B1B-DAYS MISSED BECAUSE OF FAMILY BEREAVEMENT
j114	B1B-REASON FOR ABSENCE WEATHER ETC
j114a	B1B-DAYS MISSED BECAUSE OF WEATHER/TRANSPORT PROBLEMS
j115	B1B-REASON FOR ABSENCE TRUANTING
j115a	B1B-DAYS MISSED BECAUSE OF TRUANTING
j116	B1B-REASON FOR ABSENCE SUSPENSION
j116a	B1B-DAYS MISSED BECAUSE OF SUSPENSION
j117	B1B-REASON FOR ABSENCE HARDSHIP
j117a	B1B-DAYS MISSED BECAUSE OF MATERIAL HARDSHIP
j118	B1B-REASON FOR ABSENCE HELP FAMILY
j118a	B1B-DAYS MISSED BECAUSE OF HELPING FAMILY
j119	B1B-REASON FOR ABSENCE NOT KNOWN
j119a	B1B-DAYS MISSED REASON NOT KNOWN
j120	B1B-REASON FOR ABSENCE OTHER
j120a	B1B-DAYS MISSED FOR OTHER REASON
j121	OTHER REASON FOR ABSENCE FROM SCHOOL
j122	B2-SCALE CHILD'S POPULARITY WITH PEERS
j123	B2-SCALE FRIENDS
j124	B2-SCALE BOLDNESS
j125	B2-SCALE COOPERATIVE
j126	B3-SCALE NEGOTIATE CHILD'S BEHAVIOUR
j127	C1-SCALE CHILD IS DAYDREAMING
j128	C2-SCALE AFRAID OF NEW THINGS/SITUATIONS
j129	C3-SCALE CANNOT CONCENTRATE ON PARTICULAR TASK
j130	C4-SCALE WETTING PANTS DURING CLASS
j131	C5-SCALE COMPLAINS ABOUT THINGS
j132	C6-SCALE TRIPS FALLS BUMPS
j133	C7-SCALE WORKS DEFTLY WITH HANDS
j134	C8-SCALE DISPLAYS OUTBURSTS OF TEMPER
j135	C9-SCALE TEASES OTHER CHILDREN
j136	C10-SCALE CLUMSY AT GAMES
j137	C11-SCALE CRIES FOR LITTLE CAUSE
j138	C12-SCALE BECOMES BORED DURING CLASS
j139	C13-SCALE SHOWS PERSEVERANCE
j140	C14-SCALE DIFFICULTY KICKING BALL
j141	C15-SCALE DRESSES/UNDRESSES COMPETENTLY
j142	C16-SCALE INTERFERES WITH OTHERS
j143	C17-SCALE CONFUSED OR HESITANT
j144	C18-SCALE DIFFICULTY PICKING UP SMALL OBJECTS
j145	C19-SCALE BEHAVES 'NERVOUSLY'
j146	C20-SCALE FUSSY OR OVER-PARTICULAR
j147	C21-SCALE CHANGES MOOD QUICKLY
j148	C22-SCALE EXCITABLE IMPULSIVE
j149	C23-SCALE WORRIED AND ANXIOUS
j150	C24-SCALE SHOWS RESTLESS OR OVER-ACTIVE BEHAVIOUR
j151	C25-SCALE SQUIRMY AND FIDGETY
j152	C26-SCALE EASILY DISTRACTED
j153	C27-SCALE MANIPULATES SMALL OBJECTS WITH HANDS
j154	C28-SCALE DROPS THINGS BEING CARRIED
j155	C29-SCALE PAYS ATTENTION IN CLASS
j156	C30-SCALE RELATIONS WITH OTHERS UNHAPPY/TEARFUL
j157	C31-SCALE OBSESSIONAL ABOUT UNIMPORTANT TASKS
j158	C32-SCALE FORGETFUL ON COMPLEX TASK
j159	C33-SCALE RATHER SOLITARY
j160	C34-SCALE QUARRELS WITH OTHER KIDS
j161	C35-SCALE CAN USE MANIPULATIVE EQUIPMENT
j162	C36-SCALE SHOWS LETHARGIC/LISTLESS BEHAVIOUR
j163	C37-SCALE DESTROYS BELONGINGS
j164	C37-SCALE HUMS OR MAKES ODD VOCALS
j165	C39-SCALE RHYTHMIC TAPPING IN CLASS
j166	C40-SCALE INADEQUATE CONTROL OF PENCIL/PAINT BRUSH
j167	C41-SCALE SOILS PANTS DURING CLASS
j168	C42-SCALE ACCIDENT PRONE
j169	C43-SCALE BULLIES OTHER CHILDREN
j170	C44-SCALE SULLEN OR SULKY
j171	C45-SCALE HAS TWITCHES, MANNERISMS/TICS
j172	C46-SCALE TRUANTS FROM SCHOOL
j173	C47-SCALE FEARFUL IN MOVEMENTS
j174	C48-SCALE COMPLETES TASKS
j175	C49-SCALE IS EASILY FRUSTRATED
j176	C50-SCALE HOLDS INSTRUMENTS APPROPRIATELY
j177	C51-SCALE FAILS TO FINISH TASKS
j178a	C52A-SCALE EXTROVERT-INTROVERT
j178b	C52B-SCALE ANXIOUS-UNWORRIED
j179a	D1-WHAT DAY DID CHILD JOIN CLASS?
j179b	D1-WHAT MONTH DID CHILD JOIN CLASS?
j179c	D1-WHAT YEAR DID CHILD JOIN CLASS?
j180	D2-NUMBER OF PUPILS ON CLASS REGISTER
j181	D3-PUPILS IN REMEDIAL READING HELP CLASS
j182	D3-PUPILS IN REMEDIAL MATHS HELP CLASS
j183	D3-PUPILS IN REMEDIAL NURTURE GROUP CLASS
j184	D4-HOURS WEEKLY CLASS TEACHING
j185	D5A-WEEKLY HOURS IN CLASS
j186	D5A-WEEKLY HOURS OUTSIDE CLASS
j187	D5A-WEEKLY HOURS WITH OTHER CLASS
j188	D5B-DOES 2ND TEACHER HELP IN CLASS
j189	D5B-HOURS 2ND TEACHER SPENDS IN CLASS
j190	D5B-HOURS 2ND TEACHER SPENDS ELSEWHERE
j191	D5C-DOES 3RD TEACHER HELP IN CLASS
j192	D5C-HOURS 3RD TEACHER SPENDS IN CLASS
j193	D5C-HOURS 3RD TEACHER SPENDS ELSEWHERE
j194	D5D-ARE THERE TEACHER AIDES IN CLASS
j195	D5D-HOURS AIDES USED
j196	D5E-ARE THERE PARENT HELPERS
j197	D5E-NUMBER OF PARENT HELPERS
j198	D5E-TOTAL PARENT HELPER HOURS
j199	D5F-ARE GROUPS TAKEN OUTSIDE CLASS
j200	D5F-AVERAGE SIZE OF GROUP
j201	D5G-ARE INDIVIDUALS TAKEN OUTSIDE CLASS
j202	D5G-ESTIMATED NUMBER OF WITHDRAWALS
j203	D5G-TOTAL HOURS INDIVIDUAL TUITION
j204	D6-MATHS: FOUR RULES
j205	D6-MATHS: OTHER NUMBER OPERATIONS
